"MEASURE","Measure","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507041178","Booragoon","A","Annual","2016","2016",15118,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507041179","Bull Creek","A","Annual","2016","2016",8084,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507041180","Leeming","A","Annual","2016","2016",11198,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507041181","Melville","A","Annual","2016","2016",16902,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507041182","Murdoch - Kardinya","A","Annual","2016","2016",12758,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507041183","Willagee","A","Annual","2016","2016",5046,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507041184","Winthrop","A","Annual","2016","2016",6217,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50705","Rockingham","A","Annual","2016","2016",129308,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507051185","Baldivis","A","Annual","2016","2016",34287,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507051186","Cooloongup","A","Annual","2016","2016",8841,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507051187","Port Kennedy","A","Annual","2016","2016",14155,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507051188","Rockingham","A","Annual","2016","2016",16017,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507051189","Rockingham Lakes","A","Annual","2016","2016",10,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507051190","Safety Bay - Shoalwater","A","Annual","2016","2016",11870,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507051191","Singleton - Golden Bay - Secret Harbour","A","Annual","2016","2016",20209,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507051192","Waikiki","A","Annual","2016","2016",12784,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507051193","Warnbro","A","Annual","2016","2016",11135,,
"ERP","Estimated Resident Population","GCCSA","Greater Capital City Statistical Areas","5RWAU","Rest of WA","A","Annual","2016","2016",536907,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","501","Bunbury","A","Annual","2016","2016",180142,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50101","Augusta - Margaret River - Busselton","A","Annual","2016","2016",52283,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501011001","Augusta","A","Annual","2016","2016",5528,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501011002","Busselton","A","Annual","2016","2016",26828,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501011003","Busselton Region","A","Annual","2016","2016",10768,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501011004","Margaret River","A","Annual","2016","2016",9159,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50102","Bunbury","A","Annual","2016","2016",104838,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501021005","Australind - Leschenault","A","Annual","2016","2016",17956,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501021007","Capel","A","Annual","2016","2016",5311,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501021008","College Grove - Carey Park","A","Annual","2016","2016",6873,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501021009","Collie","A","Annual","2016","2016",8901,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501021010","Dardanup","A","Annual","2016","2016",3213,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501021011","Davenport","A","Annual","2016","2016",12,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501021012","Eaton - Pelican Point","A","Annual","2016","2016",12068,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501021014","Harvey","A","Annual","2016","2016",9073,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501021015","East Bunbury - Glen Iris","A","Annual","2016","2016",7172,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501021016","Waroona","A","Annual","2016","2016",4238,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501021251","Dalyellup","A","Annual","2016","2016",9228,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501021252","Gelorup - Stratham","A","Annual","2016","2016",3057,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501021253","South Bunbury - Bunbury","A","Annual","2016","2016",12413,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501021254","Withers - Usher","A","Annual","2016","2016",5323,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50103","Manjimup","A","Annual","2016","2016",23021,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501031017","Bridgetown - Boyup Brook","A","Annual","2016","2016",6370,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501031018","Donnybrook - Balingup","A","Annual","2016","2016",5930,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501031019","Manjimup","A","Annual","2016","2016",5615,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","501031020","Pemberton","A","Annual","2016","2016",5106,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","509","Western Australia - Wheat Belt","A","Annual","2016","2016",137448,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50901","Albany","A","Annual","2016","2016",60319,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011225","Albany","A","Annual","2016","2016",14691,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011226","Albany Region","A","Annual","2016","2016",3492,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011227","Bayonet Head - Lower King","A","Annual","2016","2016",4955,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011228","Denmark","A","Annual","2016","2016",5964,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011229","Gnowangerup","A","Annual","2016","2016",2929,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011230","Katanning","A","Annual","2016","2016",4611,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011231","Kojonup","A","Annual","2016","2016",4266,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011232","Little Grove - Elleker","A","Annual","2016","2016",3694,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011233","McKail - Willyung","A","Annual","2016","2016",10575,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011234","Plantagenet","A","Annual","2016","2016",5142,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2016","2016",56584,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2016","2016",5535,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2016","2016",4148,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2016","2016",4032,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2016","2016",8559,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2016","2016",5151,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2016","2016",4844,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2016","2016",3202,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2016","2016",11260,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2016","2016",4500,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2016","2016",5353,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2016","2016",20545,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2016","2016",3792,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2016","2016",4335,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2016","2016",2599,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2016","2016",4818,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2016","2016",5001,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2016","2016",97827,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","51001","Kimberley","A","Annual","2016","2016",36392,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","510011262","Broome","A","Annual","2016","2016",14518,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","510011263","Derby - West Kimberley","A","Annual","2016","2016",8322,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","510011264","Halls Creek","A","Annual","2016","2016",3598,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","510011265","Kununurra","A","Annual","2016","2016",7496,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","510011266","Roebuck","A","Annual","2016","2016",2458,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","51002","East Pilbara","A","Annual","2016","2016",26001,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","510021267","East Pilbara","A","Annual","2016","2016",6867,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","510021268","Newman","A","Annual","2016","2016",4739,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","510021269","Port Hedland","A","Annual","2016","2016",4513,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","510021270","South Hedland","A","Annual","2016","2016",9882,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","51003","West Pilbara","A","Annual","2016","2016",35434,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","510031271","Ashburton (WA)","A","Annual","2016","2016",13262,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","510031272","Karratha","A","Annual","2016","2016",16334,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","510031273","Roebourne","A","Annual","2016","2016",5838,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","511","Western Australia - Outback (South)","A","Annual","2016","2016",121490,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","51101","Esperance","A","Annual","2016","2016",16289,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511011274","Esperance","A","Annual","2016","2016",12307,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511011275","Esperance Region","A","Annual","2016","2016",3982,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","51102","Gascoyne","A","Annual","2016","2016",9757,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511021276","Carnarvon","A","Annual","2016","2016",5367,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511021277","Exmouth","A","Annual","2016","2016",4390,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","51103","Goldfields","A","Annual","2016","2016",40317,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511031278","Boulder","A","Annual","2016","2016",7321,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511031279","Kalgoorlie","A","Annual","2016","2016",14299,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511031280","Kalgoorlie - North","A","Annual","2016","2016",9056,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511031281","Kalgoorlie Airport","A","Annual","2016","2016",6,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511031282","Kambalda - Coolgardie - Norseman","A","Annual","2016","2016",4690,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511031283","Leinster - Leonora","A","Annual","2016","2016",4945,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511031284","Trafalgar (WA)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","51104","Mid West","A","Annual","2016","2016",55127,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511041285","Geraldton","A","Annual","2016","2016",12009,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511041286","Geraldton - East","A","Annual","2016","2016",8179,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511041287","Geraldton - North","A","Annual","2016","2016",7876,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511041288","Geraldton - South","A","Annual","2016","2016",10225,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511041289","Irwin","A","Annual","2016","2016",3611,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511041290","Meekatharra","A","Annual","2016","2016",3160,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511041291","Morawa","A","Annual","2016","2016",4056,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","511041292","Northampton - Mullewa - Greenough","A","Annual","2016","2016",6011,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","59799","Migratory - Offshore - Shipping (WA)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","597","Migratory - Offshore - Shipping (WA)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","59797","Migratory - Offshore - Shipping (WA)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","597979799","Migratory - Offshore - Shipping (WA)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","STE","States and Territories","6","Tasmania","A","Annual","2016","2016",517588,,
"ERP","Estimated Resident Population","GCCSA","Greater Capital City Statistical Areas","6GHOB","Greater Hobart","A","Annual","2016","2016",224462,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","601","Hobart","A","Annual","2016","2016",224462,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60101","Brighton","A","Annual","2016","2016",17169,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601011001","Bridgewater - Gagebrook","A","Annual","2016","2016",7342,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601011002","Brighton - Pontville","A","Annual","2016","2016",5449,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601011003","Old Beach - Otago","A","Annual","2016","2016",4378,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60102","Hobart - North East","A","Annual","2016","2016",52867,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601021004","Bellerive - Rosny","A","Annual","2016","2016",5979,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601021005","Cambridge","A","Annual","2016","2016",7717,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601021006","Geilston Bay - Risdon","A","Annual","2016","2016",3233,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601021007","Howrah - Tranmere","A","Annual","2016","2016",10432,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601021008","Lindisfarne - Rose Bay","A","Annual","2016","2016",7344,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601021009","Mornington - Warrane","A","Annual","2016","2016",4695,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601021010","Risdon Vale","A","Annual","2016","2016",3115,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601021011","Rokeby","A","Annual","2016","2016",6101,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601021012","South Arm","A","Annual","2016","2016",4251,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60103","Hobart - North West","A","Annual","2016","2016",53290,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601031013","Austins Ferry - Granton","A","Annual","2016","2016",3970,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601031014","Berriedale - Chigwell","A","Annual","2016","2016",5532,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601031015","Claremont (Tas.)","A","Annual","2016","2016",7754,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601031016","Derwent Park - Lutana","A","Annual","2016","2016",4205,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601031017","Glenorchy","A","Annual","2016","2016",11046,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601031018","Montrose - Rosetta","A","Annual","2016","2016",4851,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601031019","Moonah","A","Annual","2016","2016",5359,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601031020","New Norfolk","A","Annual","2016","2016",6594,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601031021","West Moonah","A","Annual","2016","2016",3979,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60104","Hobart - South and West","A","Annual","2016","2016",33203,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601041022","Kingston - Huntingfield","A","Annual","2016","2016",11367,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601041023","Kingston Beach - Blackmans Bay","A","Annual","2016","2016",10373,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601041024","Margate - Snug","A","Annual","2016","2016",7818,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601041025","Mount Wellington","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601041026","Taroona - Bonnet Hill","A","Annual","2016","2016",3645,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60105","Hobart Inner","A","Annual","2016","2016",51872,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601051027","Hobart","A","Annual","2016","2016",8091,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601051028","Lenah Valley - Mount Stuart","A","Annual","2016","2016",8512,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601051029","Mount Nelson - Dynnyrne","A","Annual","2016","2016",4740,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601051030","New Town","A","Annual","2016","2016",6076,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601051031","Sandy Bay","A","Annual","2016","2016",12297,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601051032","South Hobart - Fern Tree","A","Annual","2016","2016",6162,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601051033","West Hobart","A","Annual","2016","2016",5994,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60106","Sorell - Dodges Ferry","A","Annual","2016","2016",16061,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601061034","Dodges Ferry - Lewisham","A","Annual","2016","2016",7520,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","601061035","Sorell - Richmond","A","Annual","2016","2016",8541,,
"ERP","Estimated Resident Population","GCCSA","Greater Capital City Statistical Areas","6RTAS","Rest of Tas.","A","Annual","2016","2016",293126,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","602","Launceston and North East","A","Annual","2016","2016",143537,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60201","Launceston","A","Annual","2016","2016",83040,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011036","Invermay","A","Annual","2016","2016",3165,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011037","Kings Meadows - Punchbowl","A","Annual","2016","2016",4278,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011038","Launceston","A","Annual","2016","2016",5386,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011039","Legana","A","Annual","2016","2016",4202,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011040","Mowbray","A","Annual","2016","2016",3826,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011041","Newnham - Mayfield","A","Annual","2016","2016",9162,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011042","Newstead","A","Annual","2016","2016",5368,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011043","Norwood (Tas.)","A","Annual","2016","2016",3947,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011044","Prospect Vale - Blackstone","A","Annual","2016","2016",6557,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011045","Ravenswood","A","Annual","2016","2016",3696,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011046","Riverside","A","Annual","2016","2016",6651,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011047","South Launceston","A","Annual","2016","2016",4756,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011048","Summerhill - Prospect","A","Annual","2016","2016",4746,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011049","Trevallyn","A","Annual","2016","2016",4697,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011050","Waverley - St Leonards","A","Annual","2016","2016",3614,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011051","West Launceston","A","Annual","2016","2016",4260,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602011052","Youngtown - Relbia","A","Annual","2016","2016",4729,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60202","Meander Valley - West Tamar","A","Annual","2016","2016",22818,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602021053","Beauty Point - Beaconsfield","A","Annual","2016","2016",3818,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602021054","Deloraine","A","Annual","2016","2016",5799,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602021055","Grindelwald - Lanena","A","Annual","2016","2016",5841,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602021056","Hadspen - Carrick","A","Annual","2016","2016",3295,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602021057","Westbury","A","Annual","2016","2016",4065,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60203","North East","A","Annual","2016","2016",37679,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602031058","Dilston - Lilydale","A","Annual","2016","2016",3991,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602031059","George Town","A","Annual","2016","2016",6905,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602031060","Longford","A","Annual","2016","2016",4083,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602031061","Northern Midlands","A","Annual","2016","2016",3685,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602031062","Perth - Evandale","A","Annual","2016","2016",5165,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602031064","St Helens - Scamander","A","Annual","2016","2016",6173,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602031099","Flinders and Cape Barren Islands","A","Annual","2016","2016",926,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","602031100","Scottsdale - Bridport","A","Annual","2016","2016",6751,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","603","South East","A","Annual","2016","2016",38023,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60301","Central Highlands (Tas.)","A","Annual","2016","2016",11424,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","603011065","Central Highlands","A","Annual","2016","2016",2073,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","603011066","Derwent Valley","A","Annual","2016","2016",3175,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","603011067","Southern Midlands","A","Annual","2016","2016",6155,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","603011068","Wilderness - East","A","Annual","2016","2016",21,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60302","Huon - Bruny Island","A","Annual","2016","2016",19708,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","603021069","Bruny Island - Kettering","A","Annual","2016","2016",3033,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","603021070","Cygnet","A","Annual","2016","2016",4385,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","603021071","Geeveston - Dover","A","Annual","2016","2016",3735,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","603021072","Huonville - Franklin","A","Annual","2016","2016",8555,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60303","South East Coast","A","Annual","2016","2016",6891,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","603031073","Forestier - Tasman","A","Annual","2016","2016",2396,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","603031074","Triabunna - Bicheno","A","Annual","2016","2016",4495,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","604","West and North West","A","Annual","2016","2016",111566,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60401","Burnie - Ulverstone","A","Annual","2016","2016",48581,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604011075","Acton - Upper Burnie","A","Annual","2016","2016",3223,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604011076","Burnie - Ulverstone Region","A","Annual","2016","2016",5089,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604011077","Burnie - Wivenhoe","A","Annual","2016","2016",3668,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604011078","Parklands - Camdale","A","Annual","2016","2016",6491,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604011079","Penguin - Sulphur Creek","A","Annual","2016","2016",5177,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604011080","Romaine - Havenview","A","Annual","2016","2016",3470,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604011081","Somerset","A","Annual","2016","2016",3998,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604011082","Ulverstone","A","Annual","2016","2016",6999,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604011083","West Ulverstone","A","Annual","2016","2016",4268,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604011084","Wynyard","A","Annual","2016","2016",6198,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60402","Devonport","A","Annual","2016","2016",45272,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604021085","Devonport","A","Annual","2016","2016",14069,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604021086","East Devonport","A","Annual","2016","2016",4806,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604021087","Latrobe","A","Annual","2016","2016",4628,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604021088","Miandetta - Don","A","Annual","2016","2016",3612,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604021089","Port Sorell","A","Annual","2016","2016",5732,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604021090","Quoiba - Spreyton","A","Annual","2016","2016",2951,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604021091","Sheffield - Railton","A","Annual","2016","2016",6310,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604021092","Turners Beach - Forth","A","Annual","2016","2016",3164,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","60403","West Coast","A","Annual","2016","2016",17713,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","604031093","King Island","A","Annual","2016","2016",1617,,
